"ConPhylum","Intercept2","Slope2","E2","TempPref","Intercept","Slope","E","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","Author","Temp","arrhenius_tmp","lograte"
"55","Bacillariophyta",3.57714294543895,-0.373162820520713,0.373162820520713,"Thermophile",4.132476842,-0.387367262,0.387367262,"Fragilaria bidens","Fragilaria","Fragilariaceae","Fragilariales","Bacillariophyceae","Phytoplankton",1.28e-05,"s^-1",20,"Celsius",2.8e-16,"m^3","Edwards, K. F., Klausmeier, C. A. and Litchman, E. (2015), Nutrient utilization traits of phytoplankton. Ecology, 96: 2311. doi:10.1890/14-2252.1",NA,"Hira",293.15,39.5733517797917,-11.2660653870387
"56","Bacillariophyta",3.57714294543895,-0.373162820520713,0.373162820520713,"Thermophile",4.132476842,-0.387367262,0.387367262,"Nitzschia seriata","Nitzschia","Bacillariaceae","Bacillariales","Bacillariophyceae","Phytoplankton",6.6e-06,"s^-1",10,"Celsius",6.17e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",283.15,40.9709626496413,-11.9284409089319
"57","Bacteroidetes",-13.1173758358933,NA,NA,"Thermophile",-17.19241652,0.136536379,0.136536379,"Rhodothermus marinus","Rhodothermus","Rhodothermaceae","Bacteroidetes Order II. Incertae sedis",NA,"Bacteria",2.01e-06,"s^-1",68,"Celsius",1.77e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","222, 555, 5352, 7535, 12331, 13655, 15054, 15517, 18701, 18707, 18718, 18723","Madin",341.15,34.0053585644026,-13.1173758358933
"58","Chloroflexi",111.169842386889,-3.50078557517533,3.50078557517533,"Thermophile",-19.54726615,0.167541362,0.167541362,"Litorilinea aerophila","Litorilinea","Caldilineaceae","Caldilineales","Caldilineae","Bacteria",3.4e-06,"s^-1",55,"Celsius",1.96e-17,"m^3","corkrey, engqvist, fierer, gold","219, 555, 2350, 12331","Madin",328.15,35.3525158441138,-12.5917351263422
"59","Chloroflexi",111.169842386889,-3.50078557517533,3.50078557517533,"Thermophile",-19.54726615,0.167541362,0.167541362,"Anaerolinea thermolimosa","Anaerolinea","Anaerolineaceae","Anaerolineales","Anaerolineae","Bacteria",5.01e-07,"s^-1",50,"Celsius",1.28e-17,"m^3","corkrey, engqvist, fierer, patric","216, 555, 817, 18707","Madin",323.15,35.8995143872689,-14.5066597358615
"60","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Monoraphidium griffithii","Monoraphidium","Selenastraceae","Sphaeropleales","Chlorophyceae","Phytoplankton",8.8e-06,"s^-1",32.5,"Celsius",1.27e-16,"m^3","Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",NA,"Hira",305.65,37.9549421699524,-11.6407588364801
"61","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Dunaliella tertiolecta","Dunaliella","Dunaliellaceae","Chlamydomonadales","Chlorophyceae","Phytoplankton",2.59e-05,"s^-1",28,"Celsius",1.78e-16,"m^3","Edwards, K. F., Klausmeier, C. A. and Litchman, E. (2015), Nutrient utilization traits of phytoplankton. Ecology, 96: 2311. doi:10.1890/14-2252.5",NA,"Hira",301.15,38.5220922272819,-10.5612675892588
"62","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Scenedesmus quadricauda","Scenedesmus","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Phytoplankton",2.89e-06,"s^-1",32,"Celsius",2.76e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",305.15,38.0171328010681,-12.7542540558399
"63","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Monoraphidium contortum","Monoraphidium","Selenastraceae","Sphaeropleales","Chlorophyceae","Phytoplankton",4.05e-06,"s^-1",10,"Celsius",1.33e-16,"m^3","Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",NA,"Hira",283.15,40.9709626496413,-12.4167936768458
"64","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Haematococcus droebakensis","Haematococcus","Haematococcaceae","Volvocales","Chlorophyceae","Phytoplankton",6.02e-06,"s^-1",20,"Celsius",9.14e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",293.15,39.5733517797917,-12.0204232986435
"65","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Scenedesmus acutus","Scenedesmus","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Phytoplankton",8.68e-06,"s^-1",27.5,"Celsius",1.72e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",300.65,38.5861569075202,-11.654489029292
"66","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Chlamydomonas intermedia","Chlamydomonas","Chlamydomonadaceae","Volvocales","Chlorophyceae","Phytoplankton",1.27e-05,"s^-1",18,"Celsius",6.5e-17,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",291.15,39.845193454391,-11.2739085644997
"67","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Chlamydomonas subcaudata","Chlamydomonas","Chlamydomonadaceae","Volvocales","Chlorophyceae","Phytoplankton",1.09e-05,"s^-1",12.5,"Celsius",1.44e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",285.65,40.6123860467213,-11.4267477687292
"68","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Chlorella vulgaris","Chlorella","Chlorellaceae","Chlorellales","Trebouxiophyceae","Phytoplankton",1.48e-05,"event / (individual * second)",30,"Celsius",1.11e-17,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",303.15,38.2679468060232,-11.1208833771942
"69","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Ankistrodesmus falcatus","Ankistrodesmus","Ankistrodesmaceae","Sphaeropleales","Chlorophyceae","Phytoplankton",1.5e-05,"s^-1",35,"Celsius",2.83e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",308.15,37.6470163045463,-11.1074603568621
"70","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Golenkinia radiata","Golenkinia","Neochloridaceae","Sphaeropleales","Chlorophyceae","Phytoplankton",1.45e-05,"s^-1",26,"Celsius",1.02e-15,"m^3","Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",NA,"Hira",299.15,38.7796358824869,-11.1413619085377
"71","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Acutodesmus acuminatus","Acutodesmus","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Phytoplankton",9.95e-06,"s^-1",27.5,"Celsius",1.75e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)","Acutodesmus acuminatus also is know as Scenedesmus acuminatus","Hira",300.65,38.5861569075202,-11.5179380067938
"72","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Scenedesmus acuminatus","Scenedesmus","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Phytoplankton",9.95e-06,"s^-1",27.5,"Celsius",1.75e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",300.65,38.5861569075202,-11.5179380067938
"73","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Desmodesmus abundans","Desmodesmus","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Phytoplankton",2.26e-05,"s^-1",35,"Celsius",1.24e-16,"m^3","Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",NA,"Hira",308.15,37.6470163045463,-10.697560651686
"74","Chlorophyta",-4.44921659510086,-0.181656595590868,0.181656595590868,"Thermophile",-111.6872723,2.604438411,2.604438411,"Desmodesmus quadricauda","Desmodesmus","Scenedesmaceae","Sphaeropleales","Chlorophyceae","Phytoplankton",9.84e-06,"s^-1",32.5,"Celsius",1.57e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",305.65,37.9549421699524,-11.5290548469001
"75","Crenarchaeota",-13.2501967489142,NA,NA,"Thermophile",-30.06423945,0.51239789,0.51239789,"Ignicoccus hospitalis","Ignicoccus","Desulfurococcaceae","Desulfurococcales","Thermoprotei","Archaea",1.76e-06,"s^-1",90,"Celsius",4.49e-17,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb, silva","274, 555, 2080, 4808, 12331, 13083, 14626, 18707, 18718, 18723, 18872","Madin",363.15,31.9452790148587,-13.2501967489142
"76","Cyanophyta",35.6091853497872,-1.29239486893351,1.29239486893351,"Thermophile",2.55035859,-0.377448942,0.377448942,"Synechococcus lividus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Bacteria",4.19e-05,"s^-1",55,"Celsius",1.8e-18,"m^3","http://kirschner.med.harvard.edu/files/bionumbers/Nucleic%20acid%20contents,%20observed%20and%20predicted%20burst%20sizes%20for%20a%20range%20of%20algae%20and%20viruses.pdf","length info: https://www.researchgate.net/publication/230475979_The_effects_of_some_ecological_factors_on_cell_size_of_the_hot_spring_alga_Synechococcus_lividus_Cyanophyta","Hira",328.15,35.3525158441138,-10.0802247310362
"77","Cyanophyta",35.6091853497872,-1.29239486893351,1.29239486893351,"Thermophile",2.55035859,-0.377448942,0.377448942,"Mastigocladus laminosus","Mastigocladus","Hapalosiphonaceae","Nostocales","Cyanophyceae","Bacteria",8.59e-06,"s^-1",44,"Celsius",2.29e-17,"m^3","https://academic.oup.com/femsle/article/364/15/fnx154/3983256",NA,"Hira",317.15,36.5786790926878,-11.6649118219681
"78","Deferribacteres",98.3668001454749,-3.07167769207738,3.07167769207738,"Thermophile",98.36680015,-3.071677692,3.071677692,"Deferribacter thermophilus","Deferribacter","Deferribacteraceae","Deferribacterales","Deferribacteres","Bacteria",0.00018151,"s^-1",59.9401,"Celsius",5.06e-19,"m^3","http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-47-2-505",NA,"Hira",333.0901,34.8281983590804,-8.61419980935839
"79","Deferribacteres",98.3668001454749,-3.07167769207738,3.07167769207738,"Thermophile",98.36680015,-3.071677692,3.071677692,"Flexistipes sinusarabici","Flexistipes","Deferribacteraceae","Deferribacterales","Deferribacteres","Bacteria",2.86e-06,"s^-1",47.5,"Celsius",1.94e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","109, 555, 5274, 12331, 12964, 15451, 18701, 18707, 18718, 18723","Madin",320.65,36.1794108038233,-12.7646889331325
"80","Deinococcus-Thermus",-21.8891549506954,0.369020250110479,0.369020250110479,"Thermophile",-6.331396174,-0.081121718,0.081121718,"Deinococcus murrayi","Deinococcus","Deinococcaceae","Deinococcales","Deinococci","Bacteria",0.00018817,"s^-1",49.9548,"Celsius",2.55e-18,"m^3","https://books.google.co.uk/books?id=3znhBwAAQBAJ&pg=PA370&lpg=PA370&dq=thermotogaceae+cell+size&source=bl&ots=iAqIJx8wC_&sig=PVgY-4Ga0mAJzpzmsQnfUfXkjEU&hl=en&sa=X&ved=0ahUKEwjEoreSxorbAhXILsAKHaPCA88Q6AEIMjAC#v=snippet&q=Deinococcus%20geothermalis&f=false","Bergey's Manual of Systematic Bacteriology: Volume 1. pg.401","Hira",323.1048,35.904536466948,-8.57816474840772
"81","Deinococcus-Thermus",-21.8891549506954,0.369020250110479,0.369020250110479,"Thermophile",-6.331396174,-0.081121718,0.081121718,"Deinococcus geothermalis","Deinococcus","Deinococcaceae","Deinococcales","Deinococci","Bacteria",0.00021098,"s^-1",50.0363,"Celsius",2.98e-18,"m^3","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5023248/",NA,"Hira",323.1863,35.8954821854947,-8.46374721571061
"82","Deinococcus-Thermus",-21.8891549506954,0.369020250110479,0.369020250110479,"Thermophile",-6.331396174,-0.081121718,0.081121718,"Meiothermus chliarophilus","Meiothermus","Thermaceae","Thermales","Deinococci","Bacteria",0.00012982,"s^-1",49.9541,"Celsius",2.6e-18,"m^3","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1574-6968.2002.tb11445.x","Length is variable Cell length based from Meiothermus hypogaeus https://bacdive.dsmz.de/strain/16711","Hira",323.1041,35.904614253567,-8.94936168235895
"83","Deinococcus-Thermus",-21.8891549506954,0.369020250110479,0.369020250110479,"Thermophile",-6.331396174,-0.081121718,0.081121718,"Thermus scotoductus","Thermus","Thermaceae","Thermales","Deinococci","Bacteria",4.64e-06,"s^-1",69.125,"Celsius",2.62e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","425, 555, 5277, 12331, 13968, 15331, 18701, 18707, 18718, 18723","Madin",342.275,33.8935887057072,-12.2807961917261
"84","Deinococcus-Thermus",-21.8891549506954,0.369020250110479,0.369020250110479,"Thermophile",-6.331396174,-0.081121718,0.081121718,"Marinithermus hydrothermalis","Marinithermus","Thermaceae","Thermales","Deinococci","Bacteria",0.00051702,"s^-1",67.4079,"Celsius",5.85e-18,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/53/1/59.pdf?expires=1526922495&id=id&accname=guest&checksum=E4691D32D2EA9A09BB04138504F6D456",NA,"Hira",340.5579,34.064480883415,-7.56742899948454
"85","Deinococcus-Thermus",-21.8891549506954,0.369020250110479,0.369020250110479,"Thermophile",-6.331396174,-0.081121718,0.081121718,"Thermus thermophilus","Thermus","Thermaceae","Thermales","Deinococci","Bacteria",0.00027108,"s^-1",70.4486,"Celsius",5.56e-19,"m^3","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118960608.gbm00477.pub2","Genus: Thermus size info","Hira",343.5986,33.7630248617018,-8.21309657769636
"86","Euryarchaeota",72.0230968147776,-2.60857756245496,2.60857756245496,"Thermophile",-7.375053281,-0.122404031,0.122404031,"Geoglobus ahangari","Geoglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Archaea",3.57e-07,"s^-1",88,"Celsius",6.7e-20,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, patric, rrndb","266, 555, 6427, 12331, 12998, 17632, 18707, 18723","Madin",361.15,32.1221876623174,-14.8455300551668
"87","Euryarchaeota",72.0230968147776,-2.60857756245496,2.60857756245496,"Thermophile",-7.375053281,-0.122404031,0.122404031,"Methanopyrus kandleri","Methanopyrus","Methanopyraceae","Methanopyrales","Methanopyri","Archaea",0.00019342,"s^-1",105.111,"Celsius",2.07e-18,"m^3","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2490668/",NA,"Hira",378.261,30.6691096207273,-8.55064656767546
"88","Euryarchaeota",72.0230968147776,-2.60857756245496,2.60857756245496,"Thermophile",-7.375053281,-0.122404031,0.122404031,"Pyrococcus glycovorans","Pyrococcus","Thermococcaceae","Thermococcales","Thermococci","Archaea",5.32e-05,"s^-1",95.7951,"Celsius",9.16e-19,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/49/4/ijs-49-4-1829.pdf?expires=1527181686&id=id&accname=guest&checksum=87D587FDE1E105484D7888033FBE0A80",NA,"Hira",368.9451,31.4435076499076,-9.84145216161668
"89","Euryarchaeota",72.0230968147776,-2.60857756245496,2.60857756245496,"Thermophile",-7.375053281,-0.122404031,0.122404031,"Pyrococcus abyssi","Pyrococcus","Thermococcaceae","Thermococcales","Thermococci","Archaea",0.00035006,"s^-1",96.0131,"Celsius",2.23e-18,"m^3","https://link.springer.com/content/pdf/10.1007%2FBF00252219.pdf",NA,"Hira",369.1631,31.424939475928,-7.95740598960158
"90","Euryarchaeota",72.0230968147776,-2.60857756245496,2.60857756245496,"Thermophile",-7.375053281,-0.122404031,0.122404031,"Methanocaldococcus jannaschii","Methanocaldococcus","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",0.00039913,"s^-1",86.2145,"Celsius",1.77e-18,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.267","Hira",359.3645,32.2817865266211,-7.8262233796041
"91","Euryarchaeota",72.0230968147776,-2.60857756245496,2.60857756245496,"Thermophile",-7.375053281,-0.122404031,0.122404031,"Methanotorris igneus","Methanotorris","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",4.48e-06,"s^-1",87,"Celsius",3.53e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","507, 555, 5329, 12331, 13283, 15424, 18699, 18701, 18718, 18723","Madin",360.15,32.2113787984061,-12.3158875115374
"92","Euryarchaeota",72.0230968147776,-2.60857756245496,2.60857756245496,"Thermophile",-7.375053281,-0.122404031,0.122404031,"Methanothermus sociabilis","Methanothermus","Methanothermaceae","Methanobacteriales","Methanobacteria","Archaea",6.02e-07,"s^-1",88,"Celsius",3.74e-19,"m^3","corkrey, engqvist, gold, methanogen","19, 555, 12331, 18697","Madin",361.15,32.1221876623174,-14.3230083916376
"93","Firmicutes",-34.8314467491197,0.679582485843375,0.679582485843375,"Thermophile",-24.99980663,0.397489565,0.397489565,"Caloramator viterbiensis","Caloramator","Clostridiaceae","Clostridiales","Clostridia","Bacteria",6.16e-06,"s^-1",58,"Celsius",4.58e-19,"m^3","corkrey, engqvist, gold","123, 555, 12331","Madin",331.15,35.0322454303063,-11.9974337804188
"94","Firmicutes",-34.8314467491197,0.679582485843375,0.679582485843375,"Thermophile",-24.99980663,0.397489565,0.397489565,"Lactobacillus delbrueckii","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Bacteria",0.00029863,"s^-1",45.0025,"Celsius",2.37e-18,"m^3","https://hal.archives-ouvertes.fr/hal-00929612/document","pg.499","Hira",318.1525,36.4634195055703,-8.11630520905119
"95","Firmicutes",-34.8314467491197,0.679582485843375,0.679582485843375,"Thermophile",-24.99980663,0.397489565,0.397489565,"Caloramator proteoclasticus","Caloramator","Clostridiaceae","Clostridiales","Clostridia","Bacteria",3.4e-05,"s^-1",55,"Celsius",3.85e-19,"m^3","corkrey, engqvist, gold","133, 555, 12331","Madin",328.15,35.3525158441138,-10.2891500333481
"96","Firmicutes",-34.8314467491197,0.679582485843375,0.679582485843375,"Thermophile",-24.99980663,0.397489565,0.397489565,"Lactobacillus rhamnosus","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Bacteria",0.00024465,"s^-1",45.0843,"Celsius",1.88e-18,"m^3","Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes","pg.507","Hira",318.2343,36.4540468272777,-8.31568194022914
"97","Firmicutes",-34.8314467491197,0.679582485843375,0.679582485843375,"Thermophile",-24.99980663,0.397489565,0.397489565,"[Clostridium] stercorarium","Ruminiclostridium","Ruminococcaceae","Clostridiales","Clostridia","Bacteria",1.4e-06,"s^-1",62.083,"Celsius",2.19e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, rrndb","70, 555, 6030, 7312, 8334, 8406, 12331, 12751, 16309, 16389, 18701, 18707, 18723","Madin",335.233,34.6055670958585,-13.4790383213431
