species_tax_id,Species,MinWidth,MaxWidth,MinLength,MaxLength,SizeUnit,Volume,VolumeUnit,Shape,Superkingdom,Phylum,Source,Note,Growth_rate
,Halanaerobium lacusrosei,0.4,0.6,2,3,um,5.13E-19,m^3,rod,Bacteria,firmucutes,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1200","Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1200",
,Caldanaerobacter subterraneus,0.5,0.7,2,8,um,1.67E-18,m^3,rod,Bacteria,firmucutes,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1243","Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1243",
,Lactobacillus paracasei,0.8,1,2,4,um,1.88E-18,m^3,rod,Bacteria,firmucutes,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.504",pg.504,
,Xylella fastidiosa,0.25,0.35,0.9,3.5,um,1.83E-19,m^3,rod,Bacteria,proteobacteria,http://aem.asm.org/content/73/8/2690.full?view=long&pmid=17293518,,
,Profundimonas piezophila,0.5,0.8,4,5,um,1.57E-18,m^3,rod,Bacteria,proteobacteria,http://aem.asm.org/content/80/1/54.full,,
,Psychrobacter muriicola,0.5,1,0.5,2,um,6.87E-19,m^3,rod,Bacteria,proteobacteria,http://cryosol.ru/images/stuff/liza/shcherb-2009.pdf,Cells are cocci or coccobacilli,
,Deferribacter thermophilus,0.3,0.5,1,5,um,5.06E-19,m^3,rod,Bacteria,Deferribacteres,http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-47-2-505,,
,Persephonella guaymasensis,0.3,0.4,2,4,um,3.10E-19,m^3,rod,Bacteria,Aquificae,http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-4-1349#tab2,,
,Persephonella marina,0.3,0.4,2,4,um,3.10E-19,m^3,rod,Bacteria,Aquificae,http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-4-1349#tab2,,
,Yersinia enterocolitica,0.5,0.8,1,3,um,7.69E-19,m^3,rod,Bacteria,proteobacteria,http://www.elsevier.es/es-revista-enfermedades-infecciosas-microbiologia-clinica-28-articulo-yersinia-enterocolitica-pathogenesis-virulence-antimicrobial-S0213005X11002655?referer=buscador,,
,Thermosipho japonicus,1,4,10,40,um,2.47E-16,m^3,rod,Bacteria,Thermotogae,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/24/1/ijs-24-1-102.pdf?expires=1528305850&id=id&accname=guest&checksum=8DC77D535F45C14893CBC3DA8FF46484,,
,Halomonas subglaciescola,0.5,1.1,1.1,56.5,um,2.68E-17,m^3,rod,Bacteria,proteobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/37/1/ijs-37-1-27.pdf?expires=1526918345&id=id&accname=guest&checksum=BCFA940E8C9D2267ACB4B0C4DE28C1DA,length vary’s dramatically ,
,Pseudoalteromonas antarctica,0.3,0.9,1,3,um,8.91E-19,m^3,rod,Bacteria,proteobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/47/2/ijs-47-2-345.pdf?expires=1526924343&id=id&accname=guest&checksum=FF1A3F36005B016E92C7B9740F808F9A,,
,Shewanella gelidimarina,0.5,0.8,1.5,2.5,um,6.92E-19,m^3,rod,Bacteria,proteobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/47/4/ijs-47-4-1040.pdf?expires=1526993475&id=id&accname=guest&checksum=C762647EEFD31431F488074CDAC07BB4,,
,Glaciecola punicea,0.2,0.4,1,5,um,3.20E-19,m^3,rod,Bacteria,proteobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/48/4/ijs-48-4-1213.pdf?expires=1526915961&id=id&accname=guest&checksum=088CF97C1DF83E51FD1BE8ED3B8D2D3D,,
,Microcystis ichthyoblabe,2,3,,,um,9.16E-18,m^3,Spherical,Bacteria,,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/50/2/0500767a.pdf?expires=1526386385&id=id&accname=guest&checksum=D6D463D904C41C12E91EDE3C839CD10D,"Width is Diameter, shape info: Wiki Microcystis",
,Halomonas elongata,0.7,1,2,3,um,1.39E-18,m^3,rod,Bacteria,proteobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/51/4/0511457a.pdf?expires=1526917758&id=id&accname=guest&checksum=88E8DCDABD428EA0F6249F0404341F87,,
,Marinithermus hydrothermalis,0.9,1,7.5,9.4,um,5.85E-18,m^3,rod,Bacteria,Deinococcus-Thermus,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/53/1/59.pdf?expires=1526922495&id=id&accname=guest&checksum=E4691D32D2EA9A09BB04138504F6D456,,
,Moritella abyssi,0.8,1.2,2,7,um,4.17E-18,m^3,rod,Bacteria,proteobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/53/2/533.pdf?expires=1526923609&id=id&accname=guest&checksum=0A81172A69073197CC23FFE176BBC42C,,
,Moritella profunda,0.9,1.2,1.5,5,um,2.98E-18,m^3,rod,Bacteria,proteobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/53/2/533.pdf?expires=1526923609&id=id&accname=guest&checksum=0A81172A69073197CC23FFE176BBC42C,,
,Trichormus variabilis,7.4,7.4,12.3,14.8,um,3.89E-16,m^3,oval,Bacteria,cyanobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/55/1/11.pdf?expires=1528306749&id=id&accname=guest&checksum=39CA557801A7F9B24A649DBDEEE3E978,https://books.google.co.uk/books?id=yjnLAwAAQBAJ&pg=PA224&lpg=PA224&dq=Trichormus+variabilis+cell+diameter&source=bl&ots=FtYPtDMsnF&sig=BSuUkqm7CJej0h9l2vBuwLrHkJ4&hl=en&sa=X&ved=0ahUKEwjVwteVv4fbAhWJA8AKHeK2CSwQ6AEIXTAM#v=onepage&q=Trichormus%20variabilis%20cell%20diameter&f=false  Anabaena = Trichormus variabilis,
,Desulfuromonas michiganensis,0.4,0.5,0.8,1.4,um,1.63E-19,m^3,rod,Bacteria,proteobacteria,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/65/5/1686_ijs000159.pdf?expires=1526902904&id=id&accname=guest&checksum=44CE48144AF9CF34C5D264FA58575AB5,,
,Spirulina platensis,10,10,10,100,um,4.06E-15,m^3,rod,Bacteria,cyanobacteria,http://www.scielo.br/pdf/cta/v33s1/v33s1a26.pdf,"pg.180, or 5-6um as stated in https://www.researchgate.net/publication/259503619_SPIRULINA_PLATENSIS_-_FOOD_FOR_FUTURE_A_REVIEW",
,Klebsiella oxytoca,0.3,1,0.6,6,um,2.24E-18,m^3,rod,Bacteria,proteobacteria,http://www.vetbact.org/index.php?artid=156,,
,Mastigocladus laminosus,1.5,2,8,11,um,2.29E-17,m^3,rod,Bacteria,cyanobacteria,https://academic.oup.com/femsle/article/364/15/fnx154/3983256,,
,Bacillus cereus,1,1.2,3,5,um,3.65E-18,m^3,rod,Bacteria,firmucutes,"https://academic.oup.com/femsre/article/32/4/579/1813157,http://www.pnas.org/content/105/44/16994 ",,
,Desulfotalea arctica,0.7,0.7,1.6,2.7,um,7.38E-19,m^3,rod,Bacteria,proteobacteria,https://bacdive.dsmz.de/search?search=Desulfotalea+arctica&submit=search,BacDrive meta-Database,
,Desulfotalea psychrophila,0.6,0.6,4.5,7.4,um,1.63E-18,m^3,rod,Bacteria,proteobacteria,https://bacdive.dsmz.de/search?search=Desulfotalea+psychrophila&submit=search,BacDrive meta-Database,
,Lactobacillus acidophilus,0.6,0.9,1.5,6,um,2.00E-18,m^3,rod,Bacteria,firmucutes,https://books.google.co.uk/books?id=0-VqgLiCPFcC&pg=PA500&dq=Lactobacillus+acidophilus+cell+diameter&hl=en&sa=X&ved=0ahUKEwjr5JO5t4rbAhUSe8AKHc_xDKoQ6AEITzAI#v=snippet&q=L.acidophilus%20&f=false,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.491",
,Psychroflexus torquis,0.4,1.5,0.5,3,um,2.23E-18,m^3,rod,Bacteria,bacteroidetes,https://books.google.co.uk/books?id=0kghF7qBE98C&pg=PA258&lpg=PA258&dq=Psychroflexus+torquis+cell+size&source=bl&ots=Rkp9HzNY4S&sig=oi1y7rL_0PSrFXxrPvXfR8KnvhU&hl=en&sa=X&ved=0ahUKEwjggeHa04rbAhVKAsAKHWyXAgw4ChDoAQgtMAE#v=onepage&q=Psychroflexus%20torquis%20cell%20size&f=false,pg. 258 of Bergey’s Manual of Systematic Bacteriology Volume 4: The Bacteroidetes,
,Pseudothermotoga lettingae,0.5,1,1.5,11,um,4.32E-18,m^3,rod,Bacteria,Thermotogae,https://books.google.co.uk/books?id=3znhBwAAQBAJ&pg=PA370&lpg=PA370&dq=thermotogaceae+cell+size&source=bl&ots=iAqIJx8wC_&sig=PVgY-4Ga0mAJzpzmsQnfUfXkjEU&hl=en&sa=X&ved=0ahUKEwjEoreSxorbAhXILsAKHaPCA88Q6AEIMjAC#v=onepage&q=thermotogaceae%20cell%20size&f=false,Average size of family Thermotogaceae taken. pg.370,
,Deinococcus murrayi,1.2,2,,,um,2.55E-18,m^3,Spherical,Bacteria,Deinococcus-Thermus,https://books.google.co.uk/books?id=3znhBwAAQBAJ&pg=PA370&lpg=PA370&dq=thermotogaceae+cell+size&source=bl&ots=iAqIJx8wC_&sig=PVgY-4Ga0mAJzpzmsQnfUfXkjEU&hl=en&sa=X&ved=0ahUKEwjEoreSxorbAhXILsAKHaPCA88Q6AEIMjAC#v=snippet&q=Deinococcus%20geothermalis&f=false,Bergey's Manual of Systematic Bacteriology: Volume 1. pg.401,
,Colwellia demingiae,0.4,0.6,1.5,4.5,um,6.94E-19,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Colwellia%20demingiae%20cell%20size&f=false,pg. 453 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria,
,Colwellia hornerae,0.4,0.8,1.5,3,um,7.73E-19,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Colwellia%20demingiae%20cell%20size&f=false,pg. 453 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria,
,Colwellia psychrerythraea,0.5,0.5,2.5,3.5,um,5.56E-19,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Colwellia%20demingiae%20cell%20size&f=false,pg. 453 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria,
,Colwellia psychrotropica,0.4,0.8,1.5,3,um,7.73E-19,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Colwellia%20demingiae%20cell%20size&f=false,pg. 454 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria,
,Pseudoxanthomonas broegbernensis,0.4,0.6,0.8,2,um,2.96E-19,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Xanthomonadaceae&f=false,"Could not find size info for genus or species, so info on family: Xanthomonas used; pg. 63 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria",
,Pseudoxanthomonas taiwanensis,0.4,0.6,0.8,2,um,2.96E-19,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=5zSYmcq0GdgC&pg=PA453&lpg=PA453&dq=Colwellia+demingiae+cell+size&source=bl&ots=fke1PEk0Jq&sig=GCks8dltnn04MME18nQ_l3xBObk&hl=en&sa=X&ved=0ahUKEwifxNvxyorbAhUqJMAKHRfjClAQ6AEITzAF#v=onepage&q=Xanthomonadaceae&f=false,pg. 63 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria,
,Rubrobacter radiotolerans,0.8,1,1,4,um,1.62E-18,m^3,rod,Bacteria,Actinobacteria,https://books.google.co.uk/books?id=66UMS7A2KisC&pg=PA2006&lpg=PA2006&dq=Rubrobacter+xylanophilus+cell+volume&source=bl&ots=_8IUoOsVAb&sig=ISGSN_kQXz9eLGaLTAua_OkTDaI&hl=en&sa=X&ved=0ahUKEwij1MrJ1YrbAhUJXMAKHdoNCm84ChDoAQgvMAE#v=onepage&q=Rubrobacter%20xylanophilus%20cell%20volume&f=false,pg. 2008 of Bergey’s Manual of Systematic Bacteriology Volume 5: The Actinobacteria,
,Rubrobacter xylanophilus,0.9,1,1,3,um,1.27E-18,m^3,rod,Bacteria,Actinobacteria,https://books.google.co.uk/books?id=66UMS7A2KisC&pg=PA2006&lpg=PA2006&dq=Rubrobacter+xylanophilus+cell+volume&source=bl&ots=_8IUoOsVAb&sig=ISGSN_kQXz9eLGaLTAua_OkTDaI&hl=en&sa=X&ved=0ahUKEwij1MrJ1YrbAhUJXMAKHdoNCm84ChDoAQgvMAE#v=onepage&q=Rubrobacter%20xylanophilus%20cell%20volume&f=false,pg. 2008 of Bergey’s Manual of Systematic Bacteriology Volume 5: The Actinobacteria,
,Xanthomonas campestris,0.55,0.75,1.35,2.17,um,5.63E-19,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=8A_yBwAAQBAJ&pg=PA191&lpg=PA191&dq=Xanthomonas+campestris+cell+width&source=bl&ots=LCjaeonYF-&sig=cHYPUCF7EAQ6Dq8eV8xlGskcvMA&hl=en&sa=X&ved=0ahUKEwiO6IXQs5nbAhUMthQKHckwA9o4ChDoAQhDMAc#v=onepage&q=Xanthomonas%20campestris%20cell%20width&f=false,pg.191,
,Desulfofrigus fragile,0.8,0.8,3.2,4.2,um,1.73E-18,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=9cwgo-9IyTUC&pg=PA977&lpg=PA977&dq=Desulfofrigus+oceanense+cell+size&source=bl&ots=lTtbfougYA&sig=4rpA3CrTU5e2uXVWlwzPw1h9H54&hl=en&sa=X&ved=0ahUKEwj46PvYz5bbAhVDxRQKHf4wD-sQ6AEIMzAC#v=onepage&q=Desulfofrigus%20oceanense%20cell%20size&f=false,pg.977,
,Desulfofrigus oceanense,2.1,2.1,4.2,6.1,um,1.54E-17,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=9cwgo-9IyTUC&pg=PA977&lpg=PA977&dq=Desulfofrigus+oceanense+cell+size&source=bl&ots=lTtbfougYA&sig=4rpA3CrTU5e2uXVWlwzPw1h9H54&hl=en&sa=X&ved=0ahUKEwj46PvYz5bbAhVDxRQKHf4wD-sQ6AEIMzAC#v=onepage&q=Desulfofrigus%20oceanense%20cell%20size&f=false,pg.977,
,Desulfofaba gelida,3.1,3.1,5.4,6.2,um,3.60E-17,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=dgejA4wa5R4C&pg=PA324&dq=Rhizobiales&hl=en&sa=X&ved=0ahUKEwiW9_PajpDbAhXmLcAKHcd4DjgQ6AEIMTAB#v=snippet&q=Desulfofaba%20gelida&f=false,"large rods, pg. 975 of Bergey’s Manual of Systematic Bacteriology Volume 2: The Proteobacteria",
,Bosea eneae,0.5,0.9,1.2,3,um,9.60E-19,m^3,rod,Bacteria,proteobacteria,https://books.google.co.uk/books?id=dgejA4wa5R4C&pg=PA710&lpg=PA710&dq=Hydrogenophaga+pseudoflava+cell+size&source=bl&ots=cYZTDQzGbm&sig=5P5ROil4OvMEgQ_cg2UuXk00Vyc&hl=en&sa=X&ved=0ahUKEwid5Ovxl5DbAhXFB8AKHUlzAkkQ6AEIVDAH#v=onepage&q=Bosea%20eneae&f=false,"pg. 438,  size info of Family: Bradyrhizobiaceae use",
,Streptococcus salivarius,0.7,1,,,um,3.52E-19,m^3,Spherical,Bacteria,firmucutes,https://books.google.co.uk/books?id=hPjpBwAAQBAJ&pg=PA114&dq=S.+salivarius+cell+diameter&hl=en&sa=X&ved=0ahUKEwjC0pCfkYrbAhXqK8AKHcGIB38Q6AEILDAB#v=onepage&q=S.%20salivarius%20cell%20diameter&f=false,pg. 114 of reference,
,Escherichia coli,0.8,0.8,2.5,2.5,um,1.26E-18,m^3,cylindrical,Bacteria,proteobacteria,https://books.google.co.uk/books?id=qyVoI1iUiBkC&pg=PA1&dq=escherichia+coli+cell+size&hl=en&sa=X&ved=0ahUKEwixrsjzmszbAhXKaFAKHcLfCq8Q6AEITjAH#v=onepage&q=escherichia%20coli%20cell%20size&f=false,,
,Lactobacillus delbrueckii,0.5,0.8,2,9,um,2.37E-18,m^3,rod,Bacteria,firmucutes,https://hal.archives-ouvertes.fr/hal-00929612/document,pg.499,
,Isosphaera pallida,2.5,3,,,um,1.12E-17,m^3,Spherical,Bacteria,Planctomycetes,https://link.springer.com/article/10.1007/BF00463488,,
,Desulfobacter curvatus,0.5,1,1.7,3.5,um,1.39E-18,m^3,rod,Bacteria,proteobacteria,https://link.springer.com/content/pdf/10.1007%2FBF00456706.pdf,,
,Meiothermus chliarophilus,0.5,0.8,1.7,10,um,2.60E-18,m^3,rod,Bacteria,Deinococcus-Thermus,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1574-6968.2002.tb11445.x,Length is variable Cell length based from Meiothermus hypogaeus https://bacdive.dsmz.de/strain/16711,
,Thermus thermophilus,0.5,0.5,3,3,um,5.56E-19,m^3,rod,Bacteria,Deinococcus-Thermus,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118960608.gbm00477.pub2,Genus: Thermus size info,
,Lactococcus piscium,0.5,1,,,um,2.95E-19,m^3,Spherical,Bacteria,firmucutes,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jam.13179,pg.245,
,Hydrogenophaga pseudoflava,0.3,0.6,0.6,5.5,um,7.67E-19,m^3,rod,Bacteria,proteobacteria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2812990/,,
,Crocosphaera watsonii,3,5,,,um,3.98E-17,m^3,Spherical,Bacteria,cyanobacteria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3215947/,,
,Aeromonas hydrophila,1,1,3.5,3.5,um,2.49E-18,m^3,rod,Bacteria,proteobacteria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4255052/,,
,Deinococcus geothermalis,1.5,2,,,um,2.98E-18,m^3,Spherical,Bacteria,Deinococcus-Thermus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5023248/,,
,Halomonas campisalis,1,1,3,5,um,2.88E-18,m^3,rod,Bacteria,proteobacteria,https://www.ncbi.nlm.nih.gov/pubmed/10794143,,
,Marinitoga piezophila,0.5,0.5,1,1.5,um,2.13E-19,m^3,rod,Bacteria,Thermotogae,https://www.ncbi.nlm.nih.gov/pubmed/12148648,,
,Caldicellulosiruptor obsidiansis,0.2,0.2,2,2,um,6.07E-20,m^3,rod,Bacteria,firmucutes,https://www.ncbi.nlm.nih.gov/pubmed/20023107,,
,Desulforhopalus vacuolatus,1.5,1.8,3,5,um,7.81E-18,m^3,rod,Bacteria,proteobacteria,https://www.researchgate.net/publication/225671825_Desulforpalus_vacuolatus_gen_nov_sp_nov_a_new_moderately_psychrophilic_sulfate-reducing_bacterium_with_gas_vacuoles_isolated_from_a_temperate_estuary,,
,Arthrospira fusiformis,7.3,8.9,113,302,um,1.16E-14,m^3,rod,Bacteria,cyanobacteria,https://www.researchgate.net/publication/233502806_Arthrospira_fusiformis_Voronichin_Komarek_et_Lund_Cyanoprokaryota_-_A_new_species_for_Europe,,
,Aphanizomenon aphanizomenoides,5.5,7,6,7.7,um,1.46E-16,m^3,oval,Bacteria,cyanobacteria,https://www.researchgate.net/publication/266673473_Aphanizomenon_favaloroi_spec_nov_Cyanobacteria_Nostocales_a_new_planktic_species_from_Argentina,Heterocytes cell size,
,Sphaerospermopsis aphanizomenoides,3.5,4.1,4.4,5.1,um,5.48E-17,m^3,cylindrical,Bacteria,cyanobacteria,https://www.researchgate.net/publication/283282292_Morphological_and_ecological_characteristics_of_potentially_toxic_invasive_cyanobacterium_Sphaerospermopsis_aphanizomenoides_Forti_Zapomelova_Jezberova_Hrouzek_Hisem_Rehakova_Komarkova_Nostocales_Cyan,"Vegetative cell size; Aphanizomenon aphanizomenoides �?Name in Consumer column, avergae length of vegetative cell size",
,Sulfurihydrogenibium kristjanssonii,0.5,0.5,1.5,2.5,um,3.60E-19,m^3,rod,Bacteria,Aquificae,https://www.researchgate.net/publication/5401401_Sulfurihydrogenibium_kristjanssonii_sp_nov_a_hydrogen-_and_sulfur-oxidizing_thermophile_isolated_from_a_terrestrial_Icelandic_hot_spring,,
,Marinobacter alkaliphilus,0.3,0.8,2,5,um,1.26E-18,m^3,rod,Bacteria,proteobacteria,https://www.researchgate.net/publication/8388977_Marinobacter_alkaliphilus_sp_nov_a_novel_alkaliphilic_bacterium_isolated_from_subseafloor_alkaline_serpentine_mud_from_Ocean_Drilling_Program_Site_1200_at_South_Chamorro_Seamount_Mariana_Forearc,,
,Bacillus megaterium,1.2,1.5,2,5,um,4.88E-18,m^3,rod,Bacteria,firmucutes,Size:Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes Mass:http://www.pnas.org/content/105/44/16994,pg.21,
,Salmonella enterica,0.7,1.5,2,5,um,4.32E-18,m^3,rod,Bacteria,proteobacteria,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html,
,Pseudomonas fluorescens,0.8,1,2.3,3.9,um,1.91E-18,m^3,rod,Bacteria,proteobacteria,Size:https://academic.oup.com/femsec/article/86/1/36/529865; Mass:http://www.pnas.org/content/105/44/16994,,
,Enterococcus faecalis,0.6,2,0.6,2.5,um,2.67E-18,m^3,oval,Bacteria,firmucutes,Size:https://catalog.hardydiagnostics.com/cp_prod/Content/hugo/Enterococcus.htm mass: http://www.pnas.org/content/105/44/16994,,
,Lactococcus lactis,0.5,1,,,um,2.95E-19,m^3,Spherical,Bacteria,firmucutes,Size:https://hal.archives-ouvertes.fr/hal-00929612/document; Mass:http://www.pnas.org/content/105/44/16994,,
,Pseudomonas putida,0.5,0.6,1.4,1.7,um,3.33E-19,m^3,rod,Bacteria,proteobacteria,Size:https://onlinelibrary.wiley.com/doi/full/10.1002/jctb.5299; Mass:http://www.pnas.org/content/105/44/16994,,
,Staphylococcus aureus,0.5,1.5,,,um,9.16E-19,m^3,Spherical,Bacteria,firmucutes,Size:https://www.ecmjournal.org/papers/vol004/pdf/v004a04.pdf; Mass:http://www.pnas.org/content/105/44/16994,,
,Streptococcus thermophilus,0.7,0.9,,,um,2.81E-19,m^3,Spherical,Bacteria,firmucutes,Size:https://www.sciencedirect.com/topics/immunology-and-microbiology/streptococcus-thermophilus; Mass:http://www.pnas.org/content/105/44/16994,,
,Halomonas halodenitrificans,0.5,0.9,0.9,1.2,um,3.58E-19,m^3,rod,Bacteria,proteobacteria,Size:https://www.um.es/biomybiotec/web/Seminarios/2008/papers/A_Ventosa_Biology_moderately_halophilic.pdf;  mass:http://www.pnas.org/content/105/44/16994,DeLong,
,Erwinia amylovora,0.6,0.9,1.1,1.6,um,5.41E-19,m^3,rod,Bacteria,proteobacteria,"van der zwet & keil (1979), https://www.eppo.int/QUARANTINE/data_sheets/bacteria/ERWIAM_ds.pdf",,
,Synechococcus lividus,,,,,um,1.80E-18,m^3,Spherical,Bacteria,cyanobacteria,"http://kirschner.med.harvard.edu/files/bionumbers/Nucleic%20acid%20contents,%20observed%20and%20predicted%20burst%20sizes%20for%20a%20range%20of%20algae%20and%20viruses.pdf",length info: https://www.researchgate.net/publication/230475979_The_effects_of_some_ecological_factors_on_cell_size_of_the_hot_spring_alga_Synechococcus_lividus_Cyanophyta,
,Microcystis aeruginosa,,,,,um,3.30E-15,m^3,Spherical,Bacteria,cyanobacteria,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1,"Dell, A.I., S. Pawar, V.M. Savage. 2013. The thermal dependence of biological traits. Ecology 94: 1205.",
,Anacystis incerta,,,,,um,5.28E-17,m^3,Spherical,Bacteria,cyanobacteria,"Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",Saujanya’s phytoplankton data. Average mean cell volume,
,Aphanizomenon flosaquae,,,,,um,1.96E-15,m^3,rod,Bacteria,cyanobacteria,"Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",Saujanya’s phytoplankton data,
,Planktothrix agardhii,,,,,um,1.46E-15,m^3,rod,Bacteria,cyanobacteria,"Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",Saujanya’s phytoplankton data,
,Trichodesmium erythraeum,,,,,um,9.50E-16,m^3,,Bacteria,cyanobacteria,"Edwards, K. F., Klausmeier, C. A. and Litchman, E. (2015), Nutrient utilization traits of phytoplankton. Ecology, 96: 2311. doi:10.1890/14-2252.4",Saujanya’s phytoplankton data,
,Haloarcula vallismortis,0.6,1,3,5,um,2.23E-18,m^3,rod,Archaea,Euryarchaeota,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/40/2/ijs-40-2-209.pdf?expires=1527009437&id=id&accname=guest&checksum=96A42DD1DAE75BB730F115177803E8B6,,
,Halobacterium salinarum,0.5,1,5,10,um,4.27E-18,m^3,rod,Archaea,Euryarchaeota,https://books.google.co.uk/books?id=swciHNNWZDEC&pg=PA118&dq=Halobacterium+cell+size&hl=en&sa=X&ved=0ahUKEwj6ksfXnZrbAhUOe8AKHSmQC2gQ6AEIOTAD#v=onepage&q=Halobacterium%20cell%20size&f=false,pg.118,
