GenusSpecies,ConGenus,ConFamily,ConOrder,ConClass,ConPhylum,Superkingdom,GrowthRate,RateUnit,OptimumTemp,TempUnit,AverageVolume,VolumeUnit,Sources,Notes
Methanoculleus submarinus,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,3.06E-05,s^-1,44.7522,Celsius,2.23E-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/65/7/2141_ijs000233.pdf?expires=1527082919&id=id&accname=guest&checksum=6D3AF1C0ABD8AB386AD26E5D0AF0D092,
Methanoculleus thermophilus,Methanoculleus,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,8.74E-06,s^-1,55,Celsius,1.59E-18,m^3,"corkrey, engqvist, gold, methanogen","488, 555, 12331, 18624"
Methanofollis aquaemaris,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,4.62E-06,s^-1,37,Celsius,4.29E-18,m^3,"corkrey, engqvist, gold, methanogen","24, 555, 12331, 18625"
Methanofollis ethanolicus,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,8.23E-07,s^-1,37,Celsius,1.64E-17,m^3,"gold, methanogen","12331, 18626"
Methanofollis formosanus,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.96E-06,s^-1,37,Celsius,5.61E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18627"
Methanofollis liminatans,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,5.66E-06,s^-1,39,Celsius,3.53E-18,m^3,"engqvist, gold, methanogen, microbe-directory","555, 12331, 18628, 18701"
Methanofollis tationis,Methanofollis,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,4.32E-06,s^-1,38.5,Celsius,2.83E-17,m^3,"corkrey, engqvist, gold, methanogen","489, 555, 12331, 18629"
Methanogenium cariaci,Methanogenium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,8.18E-06,s^-1,22.5,Celsius,1.84E-17,m^3,"corkrey, engqvist, gold, methanogen","353, 555, 12331, 18619"
Methanogenium frigidum,Methanogenium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,4.53E-06,s^-1,15,Celsius,6.63E-18,m^3,"corkrey, engqvist, gold, methanogen, protraits","268, 555, 12331, 18631, 18718"
Methanogenium marinum,Methanogenium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,4.44E-06,s^-1,25,Celsius,1.39E-18,m^3,"corkrey, engqvist, gold, methanogen","326, 555, 12331, 18632"
Methanogenium organophilum,Methanogenium,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,1.35E-05,s^-1,32.5,Celsius,1.05E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18633"
Methanohalophilus levihalophilus,Methanohalophilus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.78E-06,s^-1,35,Celsius,6.43E-19,m^3,"corkrey, engqvist, methanogen","215, 555, 18637"
Methanohalophilus portucalensis,Methanohalophilus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.61E-05,s^-1,36.6892,Celsius,2.15E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.251
Methanolacinia paynteri,Methanolacinia,Methanomicrobiaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,9.67E-06,s^-1,38,Celsius,7.54E-19,m^3,"corkrey, engqvist, gold, methanogen, patric","324, 555, 12331, 18640, 18707"
Methanolinea mesophila,Methanolinea,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.04E-06,s^-1,37,Celsius,3.33E-19,m^3,"engqvist, fierer, methanogen","555, 2567, 18641"
Methanolinea tarda,Methanolinea,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.46E-07,s^-1,50,Celsius,1.05E-18,m^3,"engqvist, fierer, gold, methanogen, microbe-directory","555, 2568, 12331, 18642, 18701"
Methanolobus bombayensis,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.29E-05,s^-1,37,Celsius,1.57E-18,m^3,"corkrey, engqvist, gold, methanogen","316, 555, 12331, 18643"
Methanolobus oregonensis,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,7.89E-06,s^-1,36,Celsius,1.57E-18,m^3,"corkrey, engqvist, gold, methanogen","424, 555, 12331, 18644"
Methanolobus profundi,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.93E-05,s^-1,30,Celsius,1.02E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18645"
Methanolobus psychrophilus,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.64E-05,s^-1,18,Celsius,1.04E-18,m^3,"corkrey, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, rrndb","323, 5652, 12331, 13258, 16159, 18646, 18701, 18723"
Methanolobus taylorii,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.30E-05,s^-1,33,Celsius,1.31E-19,m^3,"engqvist, gold, methanogen","555, 12331, 18647"
Methanolobus vulcani,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,9.03E-06,s^-1,40,Celsius,1.49E-18,m^3,"engqvist, gold, methanogen","555, 12331, 18649"
Methanolobus zinderi,Methanolobus,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.86E-06,s^-1,45,Celsius,3.53E-18,m^3,"corkrey, engqvist, gold, methanogen","22, 555, 12331, 18650"
Methanomethylovorans hollandica,Methanomethylovorans,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,5.72E-06,s^-1,35.8,Celsius,2.05E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5582, 12331, 13259, 16287, 18652, 18701, 18707, 18723"
Methanomethylovorans thermophila,Methanomethylovorans,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.74E-06,s^-1,50,Celsius,1.39E-18,m^3,"corkrey, engqvist, methanogen","430, 555, 18653"
Methanomethylovorans uponensis,Methanomethylovorans,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,5.14E-06,s^-1,37,Celsius,1.05E-18,m^3,"corkrey, engqvist, methanogen","515, 555, 18654"
Methanopyrus kandleri,Methanopyrus,Methanopyraceae,Methanopyrales,Methanopyri,Euryarchaeota,Archaea,0.00019342,s^-1,105.111,Celsius,2.07E-18,m^3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2490668/,
Methanoregula boonei,Methanoregula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,1.44E-06,s^-1,36.333,Celsius,1.49E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2570, 4903, 12331, 13260, 14617, 18661, 18701, 18707, 18718, 18723"
Methanoregula formicica,Methanoregula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,5.23E-06,s^-1,31.5,Celsius,4.19E-19,m^3,"engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","555, 2571, 5601, 12331, 13261, 16262, 18662, 18701, 18718, 18723"
Methanosaeta concilii,Methanosaeta,Methanosaetaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,8.81E-07,s^-1,37.5,Celsius,3.16E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, rrndb","555, 5439, 12331, 13262, 15384, 18663, 18701, 18723"
Methanosaeta harundinacea,Methanosaeta,Methanosaetaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,2.23E-06,s^-1,35.5,Celsius,2.35E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","384, 555, 2572, 5665, 12331, 13263, 15884, 18664, 18701, 18707, 18723"
Methanosaeta pelagica,Methanosaeta,Methanosaetaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.23E-07,s^-1,30,Celsius,1.29E-18,m^3,"engqvist, methanogen","555, 18665"
Methanosaeta thermophila,Methanosaeta,Methanosaetaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.98E-07,s^-1,57.5,Celsius,4.40E-18,m^3,"engqvist, genbank, gold, kegg, methanogen, microbe-directory, patric, protraits","555, 4816, 12331, 14456, 18663, 18701, 18707, 18718"
Methanosalsum zhilinae,Methanosalsum,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,5.87E-06,s^-1,45,Celsius,1.59E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, rrndb","555, 5216, 12331, 13264, 15453, 18666, 18701, 18707, 18723"
Methanosarcina acetivorans,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,7.31E-06,s^-1,38.125,Celsius,8.38E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","305, 555, 4655, 12331, 13265, 14132, 18667, 18701, 18707, 18718, 18723"
Methanosarcina baltica,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.41E-06,s^-1,20.5,Celsius,1.19E-17,m^3,"corkrey, engqvist, gold, methanogen","462, 555, 12331, 18668"
Methanosarcina barkeri,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,8.15E-06,s^-1,37.5,Celsius,5.61E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva","350, 555, 4623, 7759, 8097, 8563, 8810, 9039, 12331, 13266, 13267, 14310, 17546, 17547, 17615, 18121, 18669, 18701, 18707, 18718, 18723, 18887"
Methanosarcina flavescens,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,4.17E-06,s^-1,43.75,Celsius,3.53E-18,m^3,"engqvist, gold, methanogen, patric","555, 12331, 18670, 18707"
Methanosarcina horonobensis,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.20E-05,s^-1,37,Celsius,1.04E-17,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","555, 6408, 12331, 13268, 17626, 18671, 18723"
Methanosarcina lacustris,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,2.73E-06,s^-1,25,Celsius,1.64E-17,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","320, 555, 6407, 12331, 13269, 17530, 18672, 18723"
Methanosarcina mazei,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,8.43E-06,s^-1,35.6,Celsius,8.38E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4647, 7751, 8101, 8561, 8811, 9038, 11393, 12331, 13270, 14134, 16344, 18120, 18203, 18673, 18701, 18707, 18718, 18723"
Methanosarcina semesiae,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,2.18E-05,s^-1,32.5,Celsius,2.87E-18,m^3,"corkrey, gold, methanogen","427, 12331, 18674"
Methanosarcina siciliae,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,9.19E-06,s^-1,40,Celsius,1.19E-17,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","472, 555, 6406, 7201, 8363, 12331, 13271, 17568, 17569, 17570, 18675, 18723"
Methanosarcina soligelidi,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,9.03E-07,s^-1,28,Celsius,9.02E-18,m^3,"engqvist, fierer, gold, methanogen","555, 2573, 12331, 18676"
Methanosarcina spelaei,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,6.41E-07,s^-1,33,Celsius,2.83E-17,m^3,"engqvist, methanogen, patric","555, 18677, 18707"
Methanosarcina thermophila,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,3.40E-06,s^-1,52.5,Celsius,8.38E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","555, 6400, 7202, 12331, 13274, 17595, 17596, 18678, 18723"
Methanosarcina vacuolata,Methanosarcina,Methanosarcinaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,6.86E-06,s^-1,38,Celsius,3.53E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","350, 555, 6405, 12331, 13275, 17523, 18679, 18723"
Methanosphaera cuniculi,Methanosphaera,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,9.46E-07,s^-1,37.5,Celsius,4.52E-19,m^3,"engqvist, gold, methanogen, patric","555, 12331, 18680, 18707"
Methanosphaera stadtmanae,Methanosphaera,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,1.08E-05,s^-1,37.5,Celsius,1.39E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4810, 12331, 13276, 14352, 18681, 18701, 18707, 18718, 18723"
Methanosphaerula palustris,Methanosphaerula,Methanoregulaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,5.07E-06,s^-1,30,Celsius,2.88E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 5012, 12331, 13277, 14862, 18682, 18701, 18707, 18718, 18723"
Methanospirillum hungatei,Methanospirillum,Methanospirillaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.17E-06,s^-1,37.125,Celsius,1.08E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4743, 12331, 13278, 14364, 18683, 18701, 18707, 18718, 18723"
Methanospirillum lacunae,Methanospirillum,Methanospirillaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,2.99E-06,s^-1,30,Celsius,5.70E-18,m^3,"engqvist, fierer, gold, methanogen","555, 2574, 12331, 18684"
Methanospirillum stamsii,Methanospirillum,Methanospirillaceae,Methanomicrobiales,Methanomicrobia,Euryarchaeota,Archaea,5.00E-05,s^-1,25,Celsius,1.83E-18,m^3,"corkrey, engqvist, fierer, methanogen","450, 555, 2575, 18686"
Methanothermobacter crinale,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,4.95E-07,s^-1,65,Celsius,2.79E-19,m^3,"corkrey, engqvist, methanogen","401, 555, 18687"
Methanothermobacter defluvii,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,5.61E-06,s^-1,60,Celsius,5.49E-19,m^3,"corkrey, engqvist, gold, methanogen, bergeys","506, 555, 12331, 18688"
Methanothermobacter tenebrarum,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,5.01E-07,s^-1,70,Celsius,1.51E-18,m^3,"engqvist, fierer, methanogen, protraits","555, 2576, 18690, 18718"
Methanothermobacter thermautotrophicus,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,4.09E-06,s^-1,66.875,Celsius,9.49E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva, bergeys","289, 555, 4654, 12331, 13280, 14066, 18691, 18701, 18707, 18718, 18723, 18888"
Methanothermobacter thermoflexus,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,4.97E-06,s^-1,55,Celsius,1.68E-18,m^3,"corkrey, engqvist, gold, methanogen, bergeys","506, 555, 12331, 18688"
Methanothermococcus okinawensis,Methanothermococcus,Methanococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea,0.000313,s^-1,61.9822,Celsius,1.15E-18,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.265
Methanothermococcus thermolithotrophicus,Methanothermococcus,Methanococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea,9.28E-06,s^-1,65,Celsius,3.53E-18,m^3,"engqvist, gold, methanogen, microbe-directory","555, 12331, 18695, 18701"
Methanothermus fervidus,Methanothermus,Methanothermaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,1.29E-06,s^-1,83.25,Celsius,1.81E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","419, 555, 5097, 12331, 13282, 15269, 18696, 18701, 18707, 18718, 18723"
Methanothermus sociabilis,Methanothermus,Methanothermaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,6.02E-07,s^-1,88,Celsius,3.74E-19,m^3,"corkrey, engqvist, gold, methanogen","19, 555, 12331, 18697"
Methanotorris formicicus,Methanotorris,Methanocaldococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea,9.24E-06,s^-1,73,Celsius,1.59E-18,m^3,"corkrey, engqvist, gold, methanogen, microbe-directory","177, 555, 12331, 18698, 18701"
Methanotorris igneus,Methanotorris,Methanocaldococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea,4.48E-06,s^-1,87,Celsius,3.53E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","507, 555, 5329, 12331, 13283, 15424, 18699, 18701, 18718, 18723"
Methermicoccus shengliensis,Methermicoccus,Methermicoccaceae,Methanosarcinales,Methanomicrobia,Euryarchaeota,Archaea,1.70E-06,s^-1,65,Celsius,6.43E-19,m^3,"corkrey, engqvist, gold, methanogen","48, 555, 12331, 18700"
Methylobacillus flagellatus,Methylobacillus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria,4.93E-05,s^-1,36,Celsius,3.37E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb, silva, bergeys","555, 4703, 12331, 13287, 14381, 18707, 18718, 18723, 18889"
Micrasterias americana,Micrasterias,Desmidiaceae,Zygnematales,Zygnematophyceae,Streptophyta,Phytoplankton,1.74E-06,s^-1,20,Celsius,1.58E-12,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Microcystis aeruginosa,Microcystis,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,1.09E-05,s^-1,30,Celsius,3.30E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1,"Dell, A.I., S. Pawar, V.M. Savage. 2013. The thermal dependence of biological traits. Ecology 94: 1205."
Microcystis ichthyoblabe,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanophyta,Bacteria,1.53E-05,s^-1,35,Celsius,9.16E-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/50/2/0500767a.pdf?expires=1526386385&id=id&accname=guest&checksum=D6D463D904C41C12E91EDE3C839CD10D,"Width is Diameter, shape info: Wiki Microcystis"
Microlunatus phosphovorus,Microlunatus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria,6.91E-06,s^-1,37,Celsius,2.87E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, protraits, rrndb, bergeys","555, 5458, 12331, 13312, 15447, 18701, 18718, 18723"
Monoraphidium contortum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Phytoplankton,4.05E-06,s^-1,10,Celsius,1.33E-16,m^3,"Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",
Monoraphidium griffithii,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Phytoplankton,8.80E-06,s^-1,32.5,Celsius,1.27E-16,m^3,"Olenina, I., Hajdu, S., Edler, L., Andersson, A., Wasmund, N., Busch, S., Göbel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E. 2006. Biovolumes and size-classes of phytoplankton in the Baltic Sea. HEL",
Moorella humiferrea,Moorella,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,4.05E-06,s^-1,65,Celsius,4.23E-19,m^3,"corkrey, engqvist, fierer, gold","173, 555, 2716, 12331"
Moorella stamsii,Moorella,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,1.61E-07,s^-1,65,Celsius,1.12E-18,m^3,"corkrey, engqvist, fierer","201, 555, 2717"
Moorella thermoacetica,Moorella,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,6.68E-07,s^-1,58,Celsius,3.35E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","89, 555, 4704, 7726, 8118, 8543, 8823, 12331, 13316, 14347, 18701, 18707, 18718, 18723, 18892"
Moritella abyssi,Moritella,Moritellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,4.57E-05,s^-1,4.46461,Celsius,4.17E-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/53/2/533.pdf?expires=1526923609&id=id&accname=guest&checksum=0A81172A69073197CC23FFE176BBC42C,
Moritella profunda,Moritella,Moritellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,5.27E-05,s^-1,1.96007,Celsius,2.98E-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/53/2/533.pdf?expires=1526923609&id=id&accname=guest&checksum=0A81172A69073197CC23FFE176BBC42C,
Mycobacterium leprae,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,2.47E-07,s^-1,35.938,Celsius,5.49E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4566, 7795, 8077, 12331, 13335, 14101, 14881, 18701, 18707, 18718, 18756, 18723, 18895"
Mycobacterium tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,3.38E-06,s^-1,36.898,Celsius,3.74E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, mediadb, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4392, 7950, 9140, 9151, 9461, 9472, 9705, 9715, 9903, 10055, 10207, 10313, 10322, 10420, 10494, 10501, 10572, 10580, 10649, 10657, 10720, 10727, 10783, 10790, 10842, 10894, 10938, 10945, 10989, 10996, 11071, 7489, 11181, 11187, 11217, 11224, 11250, 11256, 11343, 11359, 11365, 11380, 11436, 11446, 11451, 11471, 11732, 11779, 11780, 11786, 11789, 11793, 12297, 12298, 12299, 12300, 12301, 12302, 12331, 13345, 14072, 14107, 14579, 14584, 14979, 15593, 15674, 15885, 15886, 15887, 15888, 16034, 16035, 16070, 16388, 16478, 16479, 16514, 16515, 16516, 16536, 16604, 16688, 16920, 16921, 16922, 18560, 18707, 18718, 18723, 18894"
Mycoplasma pneumoniae,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria,1.40E-05,s^-1,37,Celsius,1.74E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4609, 7764, 8093, 8566, 8808, 9041, 9244, 9376, 9546, 9635, 9782, 9844, 9961, 10004, 10115, 10149, 10244, 10273, 10355, 10380, 10448, 10466, 10529, 10547, 10609, 10623, 10684, 10697, 10747, 10761, 11163, 11170, 12331, 13373, 14063, 15614, 15821, 16458, 18701, 18707, 18718, 18723, 18902"
Myxococcus xanthus,Myxococcus,Myxococcaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,Bacteria,2.41E-05,s^-1,23.333,Celsius,2.54E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4697, 12331, 13383, 14405, 18701, 18707, 18718, 18723, 18904"
Nakamurella multipartita,Nakamurella,Nakamurellaceae,Nakamurellales,Actinobacteria,Actinobacteria,Bacteria,1.04E-05,s^-1,25,Celsius,7.18E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, bergeys","555, 5417, 12331, 13384, 15030, 18701, 18707, 18718, 18723"
Nannochloropsis oceanica,Nannochloropsis,Monodopsidaceae,Eustigmatales,Eustigmatophyceae,Ochrophyta,Phytoplankton,1.89E-05,s^-1,29,Celsius,1.50E-17,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Nanoarchaeum equitans,Nanoarchaeum,Nanoarchaeaceae,Nanoarchaeales,NA,Nanoarchaeota,Archaea,2.01E-06,s^-1,85,Celsius,8.04E-20,m^3,"genbank, gold, kegg, microbe-directory, patric, protraits, silva, bergeys","4699, 12331, 14202, 18701, 18707, 18718, 18905"
Natranaerobius trueperi,Natranaerobius,Natranaerobiaceae,Natranaerobiales,Clostridia,Firmicutes,Bacteria,6.98E-06,s^-1,52,Celsius,6.50E-19,m^3,"corkrey, engqvist, fierer, gold","157, 555, 2812, 12331"
Natrialba asiatica,Natrialba,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea,0.00015685,s^-1,45.1957,Celsius,5.56E-19,m^3,"The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ",pg.122
